,image,mask
3865,archive/Forest Segmented/Forest Segmented/images/810749_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_34.jpg
3866,archive/Forest Segmented/Forest Segmented/images/810749_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_35.jpg
3867,archive/Forest Segmented/Forest Segmented/images/810749_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_36.jpg
3868,archive/Forest Segmented/Forest Segmented/images/810749_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_40.jpg
3869,archive/Forest Segmented/Forest Segmented/images/810749_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_43.jpg
3870,archive/Forest Segmented/Forest Segmented/images/810749_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_44.jpg
3871,archive/Forest Segmented/Forest Segmented/images/810749_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_45.jpg
3872,archive/Forest Segmented/Forest Segmented/images/810749_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_46.jpg
3873,archive/Forest Segmented/Forest Segmented/images/810749_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_47.jpg
3874,archive/Forest Segmented/Forest Segmented/images/810749_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_48.jpg
3875,archive/Forest Segmented/Forest Segmented/images/810749_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_50.jpg
3876,archive/Forest Segmented/Forest Segmented/images/810749_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_51.jpg
3877,archive/Forest Segmented/Forest Segmented/images/810749_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_52.jpg
3878,archive/Forest Segmented/Forest Segmented/images/810749_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_53.jpg
3879,archive/Forest Segmented/Forest Segmented/images/810749_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_54.jpg
3880,archive/Forest Segmented/Forest Segmented/images/810749_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_55.jpg
3881,archive/Forest Segmented/Forest Segmented/images/810749_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_56.jpg
3882,archive/Forest Segmented/Forest Segmented/images/810749_sat_57.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_57.jpg
3883,archive/Forest Segmented/Forest Segmented/images/810749_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_60.jpg
3884,archive/Forest Segmented/Forest Segmented/images/810749_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_61.jpg
3885,archive/Forest Segmented/Forest Segmented/images/810749_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_62.jpg
3886,archive/Forest Segmented/Forest Segmented/images/810749_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_67.jpg
3887,archive/Forest Segmented/Forest Segmented/images/810749_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_68.jpg
3888,archive/Forest Segmented/Forest Segmented/images/810749_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_70.jpg
3889,archive/Forest Segmented/Forest Segmented/images/810749_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_71.jpg
3890,archive/Forest Segmented/Forest Segmented/images/810749_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_72.jpg
3891,archive/Forest Segmented/Forest Segmented/images/810749_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_76.jpg
3892,archive/Forest Segmented/Forest Segmented/images/810749_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_80.jpg
3893,archive/Forest Segmented/Forest Segmented/images/810749_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_81.jpg
3894,archive/Forest Segmented/Forest Segmented/images/810749_sat_86.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_86.jpg
3895,archive/Forest Segmented/Forest Segmented/images/810749_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/810749_mask_87.jpg
3896,archive/Forest Segmented/Forest Segmented/images/825816_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_00.jpg
3897,archive/Forest Segmented/Forest Segmented/images/825816_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_02.jpg
3898,archive/Forest Segmented/Forest Segmented/images/825816_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_03.jpg
3899,archive/Forest Segmented/Forest Segmented/images/825816_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_04.jpg
3900,archive/Forest Segmented/Forest Segmented/images/825816_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_05.jpg
3901,archive/Forest Segmented/Forest Segmented/images/825816_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_10.jpg
3902,archive/Forest Segmented/Forest Segmented/images/825816_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_13.jpg
3903,archive/Forest Segmented/Forest Segmented/images/825816_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_14.jpg
3904,archive/Forest Segmented/Forest Segmented/images/825816_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_15.jpg
3905,archive/Forest Segmented/Forest Segmented/images/825816_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_18.jpg
3906,archive/Forest Segmented/Forest Segmented/images/825816_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_20.jpg
3907,archive/Forest Segmented/Forest Segmented/images/825816_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_21.jpg
3908,archive/Forest Segmented/Forest Segmented/images/825816_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_22.jpg
3909,archive/Forest Segmented/Forest Segmented/images/825816_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_23.jpg
3910,archive/Forest Segmented/Forest Segmented/images/825816_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_25.jpg
3911,archive/Forest Segmented/Forest Segmented/images/825816_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_26.jpg
3912,archive/Forest Segmented/Forest Segmented/images/825816_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_27.jpg
3913,archive/Forest Segmented/Forest Segmented/images/825816_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_28.jpg
3914,archive/Forest Segmented/Forest Segmented/images/825816_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_30.jpg
3915,archive/Forest Segmented/Forest Segmented/images/825816_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_31.jpg
3916,archive/Forest Segmented/Forest Segmented/images/825816_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_32.jpg
3917,archive/Forest Segmented/Forest Segmented/images/825816_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_33.jpg
3918,archive/Forest Segmented/Forest Segmented/images/825816_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_34.jpg
3919,archive/Forest Segmented/Forest Segmented/images/825816_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_35.jpg
3920,archive/Forest Segmented/Forest Segmented/images/825816_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_36.jpg
3921,archive/Forest Segmented/Forest Segmented/images/825816_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_37.jpg
3922,archive/Forest Segmented/Forest Segmented/images/825816_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_40.jpg
3923,archive/Forest Segmented/Forest Segmented/images/825816_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_41.jpg
3924,archive/Forest Segmented/Forest Segmented/images/825816_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_42.jpg
3925,archive/Forest Segmented/Forest Segmented/images/825816_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_43.jpg
3926,archive/Forest Segmented/Forest Segmented/images/825816_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_45.jpg
3927,archive/Forest Segmented/Forest Segmented/images/825816_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_46.jpg
3928,archive/Forest Segmented/Forest Segmented/images/825816_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_47.jpg
3929,archive/Forest Segmented/Forest Segmented/images/825816_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_48.jpg
3930,archive/Forest Segmented/Forest Segmented/images/825816_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_50.jpg
3931,archive/Forest Segmented/Forest Segmented/images/825816_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_56.jpg
3932,archive/Forest Segmented/Forest Segmented/images/825816_sat_57.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_57.jpg
3933,archive/Forest Segmented/Forest Segmented/images/825816_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_58.jpg
3934,archive/Forest Segmented/Forest Segmented/images/825816_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_60.jpg
3935,archive/Forest Segmented/Forest Segmented/images/825816_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_66.jpg
3936,archive/Forest Segmented/Forest Segmented/images/825816_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_67.jpg
3937,archive/Forest Segmented/Forest Segmented/images/825816_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_70.jpg
3938,archive/Forest Segmented/Forest Segmented/images/825816_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_73.jpg
3939,archive/Forest Segmented/Forest Segmented/images/825816_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_74.jpg
3940,archive/Forest Segmented/Forest Segmented/images/825816_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_75.jpg
3941,archive/Forest Segmented/Forest Segmented/images/825816_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_76.jpg
3942,archive/Forest Segmented/Forest Segmented/images/825816_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_77.jpg
3943,archive/Forest Segmented/Forest Segmented/images/825816_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_78.jpg
3944,archive/Forest Segmented/Forest Segmented/images/825816_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_85.jpg
3945,archive/Forest Segmented/Forest Segmented/images/825816_sat_86.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_86.jpg
3946,archive/Forest Segmented/Forest Segmented/images/825816_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/825816_mask_88.jpg
3947,archive/Forest Segmented/Forest Segmented/images/827126_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_01.jpg
3948,archive/Forest Segmented/Forest Segmented/images/827126_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_02.jpg
3949,archive/Forest Segmented/Forest Segmented/images/827126_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_04.jpg
3950,archive/Forest Segmented/Forest Segmented/images/827126_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_05.jpg
3951,archive/Forest Segmented/Forest Segmented/images/827126_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_10.jpg
3952,archive/Forest Segmented/Forest Segmented/images/827126_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_11.jpg
3953,archive/Forest Segmented/Forest Segmented/images/827126_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_12.jpg
3954,archive/Forest Segmented/Forest Segmented/images/827126_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_13.jpg
3955,archive/Forest Segmented/Forest Segmented/images/827126_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_14.jpg
3956,archive/Forest Segmented/Forest Segmented/images/827126_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_21.jpg
3957,archive/Forest Segmented/Forest Segmented/images/827126_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_22.jpg
3958,archive/Forest Segmented/Forest Segmented/images/827126_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_23.jpg
3959,archive/Forest Segmented/Forest Segmented/images/827126_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_32.jpg
3960,archive/Forest Segmented/Forest Segmented/images/827126_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_33.jpg
3961,archive/Forest Segmented/Forest Segmented/images/827126_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_34.jpg
3962,archive/Forest Segmented/Forest Segmented/images/827126_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_35.jpg
3963,archive/Forest Segmented/Forest Segmented/images/827126_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_42.jpg
3964,archive/Forest Segmented/Forest Segmented/images/827126_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_43.jpg
3965,archive/Forest Segmented/Forest Segmented/images/827126_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_44.jpg
3966,archive/Forest Segmented/Forest Segmented/images/827126_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_45.jpg
3967,archive/Forest Segmented/Forest Segmented/images/827126_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_46.jpg
3968,archive/Forest Segmented/Forest Segmented/images/827126_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_53.jpg
3969,archive/Forest Segmented/Forest Segmented/images/827126_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_54.jpg
3970,archive/Forest Segmented/Forest Segmented/images/827126_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_55.jpg
3971,archive/Forest Segmented/Forest Segmented/images/827126_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_62.jpg
3972,archive/Forest Segmented/Forest Segmented/images/827126_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_63.jpg
3973,archive/Forest Segmented/Forest Segmented/images/827126_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_64.jpg
3974,archive/Forest Segmented/Forest Segmented/images/827126_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_65.jpg
3975,archive/Forest Segmented/Forest Segmented/images/827126_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_66.jpg
3976,archive/Forest Segmented/Forest Segmented/images/827126_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_71.jpg
3977,archive/Forest Segmented/Forest Segmented/images/827126_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_73.jpg
3978,archive/Forest Segmented/Forest Segmented/images/827126_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_74.jpg
3979,archive/Forest Segmented/Forest Segmented/images/827126_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_75.jpg
3980,archive/Forest Segmented/Forest Segmented/images/827126_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_76.jpg
3981,archive/Forest Segmented/Forest Segmented/images/827126_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_77.jpg
3982,archive/Forest Segmented/Forest Segmented/images/827126_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_78.jpg
3983,archive/Forest Segmented/Forest Segmented/images/827126_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_80.jpg
3984,archive/Forest Segmented/Forest Segmented/images/827126_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_81.jpg
3985,archive/Forest Segmented/Forest Segmented/images/827126_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_83.jpg
3986,archive/Forest Segmented/Forest Segmented/images/827126_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/827126_mask_84.jpg
3987,archive/Forest Segmented/Forest Segmented/images/830444_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_02.jpg
3988,archive/Forest Segmented/Forest Segmented/images/830444_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_03.jpg
3989,archive/Forest Segmented/Forest Segmented/images/830444_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_04.jpg
3990,archive/Forest Segmented/Forest Segmented/images/830444_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_05.jpg
3991,archive/Forest Segmented/Forest Segmented/images/830444_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_13.jpg
3992,archive/Forest Segmented/Forest Segmented/images/830444_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_14.jpg
3993,archive/Forest Segmented/Forest Segmented/images/830444_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_15.jpg
3994,archive/Forest Segmented/Forest Segmented/images/830444_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_24.jpg
3995,archive/Forest Segmented/Forest Segmented/images/830444_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_25.jpg
3996,archive/Forest Segmented/Forest Segmented/images/830444_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_34.jpg
3997,archive/Forest Segmented/Forest Segmented/images/830444_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_35.jpg
3998,archive/Forest Segmented/Forest Segmented/images/830444_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_36.jpg
3999,archive/Forest Segmented/Forest Segmented/images/830444_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_43.jpg
4000,archive/Forest Segmented/Forest Segmented/images/830444_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_44.jpg
4001,archive/Forest Segmented/Forest Segmented/images/830444_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_45.jpg
4002,archive/Forest Segmented/Forest Segmented/images/830444_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_46.jpg
4003,archive/Forest Segmented/Forest Segmented/images/830444_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_53.jpg
4004,archive/Forest Segmented/Forest Segmented/images/830444_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_54.jpg
4005,archive/Forest Segmented/Forest Segmented/images/830444_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_55.jpg
4006,archive/Forest Segmented/Forest Segmented/images/830444_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_63.jpg
4007,archive/Forest Segmented/Forest Segmented/images/830444_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_64.jpg
4008,archive/Forest Segmented/Forest Segmented/images/830444_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_65.jpg
4009,archive/Forest Segmented/Forest Segmented/images/830444_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_73.jpg
4010,archive/Forest Segmented/Forest Segmented/images/830444_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_74.jpg
4011,archive/Forest Segmented/Forest Segmented/images/830444_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_75.jpg
4012,archive/Forest Segmented/Forest Segmented/images/830444_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_83.jpg
4013,archive/Forest Segmented/Forest Segmented/images/830444_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_84.jpg
4014,archive/Forest Segmented/Forest Segmented/images/830444_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/830444_mask_85.jpg
4015,archive/Forest Segmented/Forest Segmented/images/838669_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_08.jpg
4016,archive/Forest Segmented/Forest Segmented/images/838669_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_18.jpg
4017,archive/Forest Segmented/Forest Segmented/images/838669_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_25.jpg
4018,archive/Forest Segmented/Forest Segmented/images/838669_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_35.jpg
4019,archive/Forest Segmented/Forest Segmented/images/838669_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_36.jpg
4020,archive/Forest Segmented/Forest Segmented/images/838669_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_37.jpg
4021,archive/Forest Segmented/Forest Segmented/images/838669_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_44.jpg
4022,archive/Forest Segmented/Forest Segmented/images/838669_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_45.jpg
4023,archive/Forest Segmented/Forest Segmented/images/838669_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_46.jpg
4024,archive/Forest Segmented/Forest Segmented/images/838669_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_47.jpg
4025,archive/Forest Segmented/Forest Segmented/images/838669_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_54.jpg
4026,archive/Forest Segmented/Forest Segmented/images/838669_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_55.jpg
4027,archive/Forest Segmented/Forest Segmented/images/838669_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_56.jpg
4028,archive/Forest Segmented/Forest Segmented/images/838669_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_64.jpg
4029,archive/Forest Segmented/Forest Segmented/images/838669_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_65.jpg
4030,archive/Forest Segmented/Forest Segmented/images/838669_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_66.jpg
4031,archive/Forest Segmented/Forest Segmented/images/838669_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_67.jpg
4032,archive/Forest Segmented/Forest Segmented/images/838669_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_68.jpg
4033,archive/Forest Segmented/Forest Segmented/images/838669_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_74.jpg
4034,archive/Forest Segmented/Forest Segmented/images/838669_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_75.jpg
4035,archive/Forest Segmented/Forest Segmented/images/838669_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_76.jpg
4036,archive/Forest Segmented/Forest Segmented/images/838669_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_78.jpg
4037,archive/Forest Segmented/Forest Segmented/images/838669_sat_85.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_85.jpg
4038,archive/Forest Segmented/Forest Segmented/images/838669_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/838669_mask_88.jpg
4039,archive/Forest Segmented/Forest Segmented/images/839641_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_08.jpg
4040,archive/Forest Segmented/Forest Segmented/images/839641_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_18.jpg
4041,archive/Forest Segmented/Forest Segmented/images/839641_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_28.jpg
4042,archive/Forest Segmented/Forest Segmented/images/839641_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_34.jpg
4043,archive/Forest Segmented/Forest Segmented/images/839641_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_35.jpg
4044,archive/Forest Segmented/Forest Segmented/images/839641_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_36.jpg
4045,archive/Forest Segmented/Forest Segmented/images/839641_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_38.jpg
4046,archive/Forest Segmented/Forest Segmented/images/839641_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_44.jpg
4047,archive/Forest Segmented/Forest Segmented/images/839641_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_46.jpg
4048,archive/Forest Segmented/Forest Segmented/images/839641_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_47.jpg
4049,archive/Forest Segmented/Forest Segmented/images/839641_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_48.jpg
4050,archive/Forest Segmented/Forest Segmented/images/839641_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_53.jpg
4051,archive/Forest Segmented/Forest Segmented/images/839641_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_54.jpg
4052,archive/Forest Segmented/Forest Segmented/images/839641_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_63.jpg
4053,archive/Forest Segmented/Forest Segmented/images/839641_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_64.jpg
4054,archive/Forest Segmented/Forest Segmented/images/839641_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_73.jpg
4055,archive/Forest Segmented/Forest Segmented/images/839641_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_81.jpg
4056,archive/Forest Segmented/Forest Segmented/images/839641_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_82.jpg
4057,archive/Forest Segmented/Forest Segmented/images/839641_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/839641_mask_83.jpg
4058,archive/Forest Segmented/Forest Segmented/images/841621_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_43.jpg
4059,archive/Forest Segmented/Forest Segmented/images/841621_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_50.jpg
4060,archive/Forest Segmented/Forest Segmented/images/841621_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_52.jpg
4061,archive/Forest Segmented/Forest Segmented/images/841621_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_53.jpg
4062,archive/Forest Segmented/Forest Segmented/images/841621_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_60.jpg
4063,archive/Forest Segmented/Forest Segmented/images/841621_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/841621_mask_61.jpg
