,image,mask
3088,archive/Forest Segmented/Forest Segmented/images/688544_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_72.jpg
4486,archive/Forest Segmented/Forest Segmented/images/33573_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_50.jpg
2981,archive/Forest Segmented/Forest Segmented/images/334677_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_81.jpg
40,archive/Forest Segmented/Forest Segmented/images/13415_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_43.jpg
1379,archive/Forest Segmented/Forest Segmented/images/575902_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/182422_mask_22.jpg
2089,archive/Forest Segmented/Forest Segmented/images/632489_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/698628_mask_84.jpg
3924,archive/Forest Segmented/Forest Segmented/images/624916_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_52.jpg
2175,archive/Forest Segmented/Forest Segmented/images/122178_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/986342_mask_66.jpg
3217,archive/Forest Segmented/Forest Segmented/images/277900_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/126796_mask_60.jpg
2885,archive/Forest Segmented/Forest Segmented/images/33573_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_10.jpg
74,archive/Forest Segmented/Forest Segmented/images/352808_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_71.jpg
4940,archive/Forest Segmented/Forest Segmented/images/626208_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/143794_mask_35.jpg
4078,archive/Forest Segmented/Forest Segmented/images/296279_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_16.jpg
2657,archive/Forest Segmented/Forest Segmented/images/340898_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/454655_mask_84.jpg
3180,archive/Forest Segmented/Forest Segmented/images/868003_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_35.jpg
2076,archive/Forest Segmented/Forest Segmented/images/255876_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/774779_mask_65.jpg
441,archive/Forest Segmented/Forest Segmented/images/827126_sat_01.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_60.jpg
4166,archive/Forest Segmented/Forest Segmented/images/560353_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/876248_mask_28.jpg
2051,archive/Forest Segmented/Forest Segmented/images/215525_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/777185_mask_88.jpg
2541,archive/Forest Segmented/Forest Segmented/images/162310_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/978039_mask_52.jpg
3306,archive/Forest Segmented/Forest Segmented/images/888343_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_23.jpg
1301,archive/Forest Segmented/Forest Segmented/images/498049_sat_01.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_54.jpg
1781,archive/Forest Segmented/Forest Segmented/images/296279_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_54.jpg
4919,archive/Forest Segmented/Forest Segmented/images/858771_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_71.jpg
3430,archive/Forest Segmented/Forest Segmented/images/277900_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_78.jpg
1304,archive/Forest Segmented/Forest Segmented/images/331533_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_68.jpg
236,archive/Forest Segmented/Forest Segmented/images/351271_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/698628_mask_37.jpg
4576,archive/Forest Segmented/Forest Segmented/images/624916_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_81.jpg
2599,archive/Forest Segmented/Forest Segmented/images/534154_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/876248_mask_62.jpg
520,archive/Forest Segmented/Forest Segmented/images/713813_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/877160_mask_41.jpg
2573,archive/Forest Segmented/Forest Segmented/images/428327_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_70.jpg
3280,archive/Forest Segmented/Forest Segmented/images/134465_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_51.jpg
3186,archive/Forest Segmented/Forest Segmented/images/454655_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_66.jpg
3953,archive/Forest Segmented/Forest Segmented/images/992507_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_74.jpg
2768,archive/Forest Segmented/Forest Segmented/images/7906_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_83.jpg
735,archive/Forest Segmented/Forest Segmented/images/210473_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_33.jpg
4807,archive/Forest Segmented/Forest Segmented/images/182422_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_74.jpg
5036,archive/Forest Segmented/Forest Segmented/images/71125_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_88.jpg
4077,archive/Forest Segmented/Forest Segmented/images/861353_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/612214_mask_87.jpg
2106,archive/Forest Segmented/Forest Segmented/images/34359_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_72.jpg
2679,archive/Forest Segmented/Forest Segmented/images/340898_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/534154_mask_12.jpg
3229,archive/Forest Segmented/Forest Segmented/images/691384_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_35.jpg
2761,archive/Forest Segmented/Forest Segmented/images/875328_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/877160_mask_00.jpg
592,archive/Forest Segmented/Forest Segmented/images/454655_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/772452_mask_11.jpg
1303,archive/Forest Segmented/Forest Segmented/images/691384_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_17.jpg
1387,archive/Forest Segmented/Forest Segmented/images/849797_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_04.jpg
5044,archive/Forest Segmented/Forest Segmented/images/967818_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/76759_mask_08.jpg
4625,archive/Forest Segmented/Forest Segmented/images/400179_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_81.jpg
1523,archive/Forest Segmented/Forest Segmented/images/644103_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/986342_mask_74.jpg
1890,archive/Forest Segmented/Forest Segmented/images/518833_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/34359_mask_81.jpg
2987,archive/Forest Segmented/Forest Segmented/images/345134_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_18.jpg
5031,archive/Forest Segmented/Forest Segmented/images/417313_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_46.jpg
3297,archive/Forest Segmented/Forest Segmented/images/850510_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_22.jpg
904,archive/Forest Segmented/Forest Segmented/images/277994_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/340898_mask_66.jpg
4709,archive/Forest Segmented/Forest Segmented/images/691384_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/698628_mask_38.jpg
1279,archive/Forest Segmented/Forest Segmented/images/998002_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/24813_mask_84.jpg
5006,archive/Forest Segmented/Forest Segmented/images/255876_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_13.jpg
1555,archive/Forest Segmented/Forest Segmented/images/428597_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_33.jpg
3190,archive/Forest Segmented/Forest Segmented/images/880610_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_57.jpg
4793,archive/Forest Segmented/Forest Segmented/images/939614_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_53.jpg
3594,archive/Forest Segmented/Forest Segmented/images/736869_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_84.jpg
1920,archive/Forest Segmented/Forest Segmented/images/176225_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_62.jpg
513,archive/Forest Segmented/Forest Segmented/images/255876_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_22.jpg
1308,archive/Forest Segmented/Forest Segmented/images/897901_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_62.jpg
914,archive/Forest Segmented/Forest Segmented/images/778804_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/340898_mask_72.jpg
3452,archive/Forest Segmented/Forest Segmented/images/952430_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_60.jpg
3695,archive/Forest Segmented/Forest Segmented/images/226788_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_05.jpg
3156,archive/Forest Segmented/Forest Segmented/images/778804_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_11.jpg
2198,archive/Forest Segmented/Forest Segmented/images/778804_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/644150_mask_45.jpg
774,archive/Forest Segmented/Forest Segmented/images/612214_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_77.jpg
943,archive/Forest Segmented/Forest Segmented/images/825816_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/147716_mask_02.jpg
822,archive/Forest Segmented/Forest Segmented/images/794214_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/848728_mask_86.jpg
164,archive/Forest Segmented/Forest Segmented/images/626208_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_43.jpg
3983,archive/Forest Segmented/Forest Segmented/images/338661_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_11.jpg
2538,archive/Forest Segmented/Forest Segmented/images/392711_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_01.jpg
4880,archive/Forest Segmented/Forest Segmented/images/534154_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_87.jpg
1311,archive/Forest Segmented/Forest Segmented/images/524056_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/122178_mask_13.jpg
4711,archive/Forest Segmented/Forest Segmented/images/688544_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_04.jpg
4269,archive/Forest Segmented/Forest Segmented/images/739122_sat_01.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_88.jpg
4747,archive/Forest Segmented/Forest Segmented/images/940229_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_47.jpg
3300,archive/Forest Segmented/Forest Segmented/images/273002_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/34359_mask_73.jpg
3310,archive/Forest Segmented/Forest Segmented/images/291214_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_44.jpg
327,archive/Forest Segmented/Forest Segmented/images/277994_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_64.jpg
2490,archive/Forest Segmented/Forest Segmented/images/122178_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_52.jpg
4788,archive/Forest Segmented/Forest Segmented/images/15573_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_68.jpg
832,archive/Forest Segmented/Forest Segmented/images/534154_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/943943_mask_06.jpg
3079,archive/Forest Segmented/Forest Segmented/images/428327_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_67.jpg
3462,archive/Forest Segmented/Forest Segmented/images/406425_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_84.jpg
4487,archive/Forest Segmented/Forest Segmented/images/918446_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_52.jpg
54,archive/Forest Segmented/Forest Segmented/images/838669_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_15.jpg
4064,archive/Forest Segmented/Forest Segmented/images/688544_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_55.jpg
3451,archive/Forest Segmented/Forest Segmented/images/838669_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_08.jpg
1901,archive/Forest Segmented/Forest Segmented/images/71619_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_52.jpg
1481,archive/Forest Segmented/Forest Segmented/images/417313_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/943943_mask_63.jpg
3335,archive/Forest Segmented/Forest Segmented/images/334677_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_61.jpg
946,archive/Forest Segmented/Forest Segmented/images/3484_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_67.jpg
3293,archive/Forest Segmented/Forest Segmented/images/739122_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_04.jpg
2161,archive/Forest Segmented/Forest Segmented/images/392711_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_77.jpg
3057,archive/Forest Segmented/Forest Segmented/images/713813_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/204494_mask_21.jpg
768,archive/Forest Segmented/Forest Segmented/images/210473_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_33.jpg
4806,archive/Forest Segmented/Forest Segmented/images/406425_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_56.jpg
3495,archive/Forest Segmented/Forest Segmented/images/15573_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/24813_mask_12.jpg
285,archive/Forest Segmented/Forest Segmented/images/939614_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_66.jpg
5045,archive/Forest Segmented/Forest Segmented/images/875328_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_23.jpg
4547,archive/Forest Segmented/Forest Segmented/images/632489_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_82.jpg
2332,archive/Forest Segmented/Forest Segmented/images/827126_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_67.jpg
2717,archive/Forest Segmented/Forest Segmented/images/626208_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_23.jpg
2079,archive/Forest Segmented/Forest Segmented/images/534154_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_54.jpg
3389,archive/Forest Segmented/Forest Segmented/images/534154_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_53.jpg
722,archive/Forest Segmented/Forest Segmented/images/713813_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/499418_mask_63.jpg
951,archive/Forest Segmented/Forest Segmented/images/24813_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/325354_mask_86.jpg
4462,archive/Forest Segmented/Forest Segmented/images/428597_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_58.jpg
2262,archive/Forest Segmented/Forest Segmented/images/943943_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_23.jpg
989,archive/Forest Segmented/Forest Segmented/images/242583_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/122178_mask_06.jpg
3212,archive/Forest Segmented/Forest Segmented/images/296279_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_26.jpg
1759,archive/Forest Segmented/Forest Segmented/images/570332_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/439854_mask_54.jpg
4197,archive/Forest Segmented/Forest Segmented/images/652883_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_01.jpg
1724,archive/Forest Segmented/Forest Segmented/images/226788_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_00.jpg
341,archive/Forest Segmented/Forest Segmented/images/873132_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_27.jpg
3701,archive/Forest Segmented/Forest Segmented/images/533952_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/877160_mask_10.jpg
688,archive/Forest Segmented/Forest Segmented/images/691384_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_73.jpg
3432,archive/Forest Segmented/Forest Segmented/images/861353_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_42.jpg
966,archive/Forest Segmented/Forest Segmented/images/875328_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/876248_mask_33.jpg
4831,archive/Forest Segmented/Forest Segmented/images/961407_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_25.jpg
2203,archive/Forest Segmented/Forest Segmented/images/299287_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/316446_mask_37.jpg
2713,archive/Forest Segmented/Forest Segmented/images/888343_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/428597_mask_73.jpg
4505,archive/Forest Segmented/Forest Segmented/images/848728_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_21.jpg
3572,archive/Forest Segmented/Forest Segmented/images/691384_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/992507_mask_85.jpg
1990,archive/Forest Segmented/Forest Segmented/images/877160_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_71.jpg
4120,archive/Forest Segmented/Forest Segmented/images/749523_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_37.jpg
4192,archive/Forest Segmented/Forest Segmented/images/170535_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/584712_mask_51.jpg
4847,archive/Forest Segmented/Forest Segmented/images/691384_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_41.jpg
3600,archive/Forest Segmented/Forest Segmented/images/534154_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/978039_mask_72.jpg
4666,archive/Forest Segmented/Forest Segmented/images/774779_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_43.jpg
5087,archive/Forest Segmented/Forest Segmented/images/940229_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_83.jpg
4215,archive/Forest Segmented/Forest Segmented/images/882451_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/518833_mask_67.jpg
385,archive/Forest Segmented/Forest Segmented/images/736869_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/299287_mask_32.jpg
4466,archive/Forest Segmented/Forest Segmented/images/524518_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_74.jpg
4668,archive/Forest Segmented/Forest Segmented/images/255876_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_21.jpg
536,archive/Forest Segmented/Forest Segmented/images/736869_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_36.jpg
4767,archive/Forest Segmented/Forest Segmented/images/524518_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_11.jpg
3507,archive/Forest Segmented/Forest Segmented/images/740937_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/454655_mask_54.jpg
201,archive/Forest Segmented/Forest Segmented/images/156574_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_58.jpg
1332,archive/Forest Segmented/Forest Segmented/images/570332_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_58.jpg
3502,archive/Forest Segmented/Forest Segmented/images/778804_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_85.jpg
2708,archive/Forest Segmented/Forest Segmented/images/651312_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/774779_mask_42.jpg
4021,archive/Forest Segmented/Forest Segmented/images/621206_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_00.jpg
1854,archive/Forest Segmented/Forest Segmented/images/565914_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/925425_mask_28.jpg
4568,archive/Forest Segmented/Forest Segmented/images/739760_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/316446_mask_48.jpg
2872,archive/Forest Segmented/Forest Segmented/images/810749_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/34359_mask_60.jpg
3030,archive/Forest Segmented/Forest Segmented/images/134465_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_30.jpg
1205,archive/Forest Segmented/Forest Segmented/images/143794_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_73.jpg
1645,archive/Forest Segmented/Forest Segmented/images/570332_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_60.jpg
3417,archive/Forest Segmented/Forest Segmented/images/71125_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_52.jpg
3476,archive/Forest Segmented/Forest Segmented/images/454655_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_58.jpg
2861,archive/Forest Segmented/Forest Segmented/images/499418_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_70.jpg
1792,archive/Forest Segmented/Forest Segmented/images/753408_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_53.jpg
3797,archive/Forest Segmented/Forest Segmented/images/565914_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_23.jpg
3368,archive/Forest Segmented/Forest Segmented/images/210473_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_30.jpg
3367,archive/Forest Segmented/Forest Segmented/images/839641_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/774779_mask_78.jpg
3533,archive/Forest Segmented/Forest Segmented/images/162310_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_04.jpg
4489,archive/Forest Segmented/Forest Segmented/images/940229_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_77.jpg
3449,archive/Forest Segmented/Forest Segmented/images/176225_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_67.jpg
603,archive/Forest Segmented/Forest Segmented/images/143794_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/182422_mask_57.jpg
3056,archive/Forest Segmented/Forest Segmented/images/739760_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_35.jpg
4456,archive/Forest Segmented/Forest Segmented/images/605764_sat_21.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_25.jpg
126,archive/Forest Segmented/Forest Segmented/images/202277_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_48.jpg
3876,archive/Forest Segmented/Forest Segmented/images/351271_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_40.jpg
2935,archive/Forest Segmented/Forest Segmented/images/774779_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_24.jpg
3531,archive/Forest Segmented/Forest Segmented/images/565914_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_66.jpg
2730,archive/Forest Segmented/Forest Segmented/images/624916_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/280861_mask_51.jpg
827,archive/Forest Segmented/Forest Segmented/images/156574_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_34.jpg
1639,archive/Forest Segmented/Forest Segmented/images/774779_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/876248_mask_68.jpg
984,archive/Forest Segmented/Forest Segmented/images/417313_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_55.jpg
3281,archive/Forest Segmented/Forest Segmented/images/148381_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/147716_mask_41.jpg
5078,archive/Forest Segmented/Forest Segmented/images/560353_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_63.jpg
2188,archive/Forest Segmented/Forest Segmented/images/778804_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_04.jpg
4713,archive/Forest Segmented/Forest Segmented/images/882451_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_51.jpg
2443,archive/Forest Segmented/Forest Segmented/images/242583_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_68.jpg
362,archive/Forest Segmented/Forest Segmented/images/114433_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_56.jpg
2349,archive/Forest Segmented/Forest Segmented/images/877160_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/870705_mask_12.jpg
345,archive/Forest Segmented/Forest Segmented/images/417313_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_72.jpg
814,archive/Forest Segmented/Forest Segmented/images/255876_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_32.jpg
3205,archive/Forest Segmented/Forest Segmented/images/242583_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_41.jpg
4252,archive/Forest Segmented/Forest Segmented/images/981253_sat_01.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_81.jpg
4900,archive/Forest Segmented/Forest Segmented/images/899693_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/525105_mask_48.jpg
3325,archive/Forest Segmented/Forest Segmented/images/919051_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_42.jpg
4106,archive/Forest Segmented/Forest Segmented/images/182422_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/499418_mask_45.jpg
2116,archive/Forest Segmented/Forest Segmented/images/325354_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_66.jpg
1834,archive/Forest Segmented/Forest Segmented/images/122178_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_20.jpg
793,archive/Forest Segmented/Forest Segmented/images/888343_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/940229_mask_47.jpg
5053,archive/Forest Segmented/Forest Segmented/images/417313_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_38.jpg
2674,archive/Forest Segmented/Forest Segmented/images/749375_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/777185_mask_87.jpg
94,archive/Forest Segmented/Forest Segmented/images/147716_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/114433_mask_70.jpg
4225,archive/Forest Segmented/Forest Segmented/images/875328_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_23.jpg
3756,archive/Forest Segmented/Forest Segmented/images/875328_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_27.jpg
2891,archive/Forest Segmented/Forest Segmented/images/454655_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_60.jpg
2371,archive/Forest Segmented/Forest Segmented/images/202277_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/152569_mask_35.jpg
4241,archive/Forest Segmented/Forest Segmented/images/739760_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/772452_mask_25.jpg
4530,archive/Forest Segmented/Forest Segmented/images/652883_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_32.jpg
